STATE/UT,Year,CAUSE,Male upto 14 years,Male 15-29 years,Male 30-44 years,Male 45-59 years,Male 60 years and above,Total Male,Female upto 14 years,Female 15-29 years,Female 30-44 years,Female 45-59 years,Female 60 years and above,Total Female,Grand Total
Himachal Pradesh,2009,Professional/Career Problem,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2009,Property Dispute,0,0,3,1,2,6,0,0,1,2,1,4,10
Himachal Pradesh,2009,Unemployment,0,2,0,0,0,2,0,0,0,0,0,0,2
Himachal Pradesh,2009,Causes Not known,2,18,20,6,4,50,1,11,3,2,5,22,72
Himachal Pradesh,2009,Other Causes (Please Specity),2,66,60,33,21,182,7,31,23,10,4,75,257
Himachal Pradesh,2009,Total,5,126,128,72,35,366,11,84,55,26,18,194,560
Himachal Pradesh,2009,Total Illness,0,9,15,20,7,51,0,5,5,4,5,19,70
Himachal Pradesh,2010,Bankruptcy or Sudden change in Economic,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2010,Suspected/Illicit Relation,0,0,2,0,0,2,1,1,2,0,0,4,6
Himachal Pradesh,2010,Cancellation/Non-Settlement of Marriage,0,1,2,0,0,3,0,1,1,0,0,2,5
Himachal Pradesh,2010,Not having Children(Barrenness/Impotency,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2010,Illness (Aids/STD),0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2010,Cancer,0,0,3,1,1,5,0,0,2,1,1,4,9
Himachal Pradesh,2010,Paralysis,0,0,0,0,1,1,0,0,0,0,0,0,1
Himachal Pradesh,2010,Insanity/Mental Illness,0,6,7,8,2,23,0,5,4,3,1,13,36
Himachal Pradesh,2010,Other Prolonged Illness,0,2,4,5,4,15,0,3,0,1,2,6,21
Himachal Pradesh,2010,Death of Dear Person,0,0,0,0,0,0,0,1,0,0,0,1,1
Himachal Pradesh,2010,Dowry Dispute,0,0,0,0,0,0,0,1,0,0,0,1,1
Himachal Pradesh,2010,Divorce,0,1,0,0,0,1,0,0,0,0,0,0,1
Himachal Pradesh,2010,Drug Abuse/Addiction,0,2,2,1,0,5,0,0,0,0,0,0,5
Himachal Pradesh,2010,Failure in Examination,0,2,0,0,0,2,0,6,0,0,0,6,8
Himachal Pradesh,2010,Fall in Social Reputation,0,0,1,0,0,1,0,1,0,0,0,1,2
Himachal Pradesh,2010,Family Problems,0,13,19,10,1,43,0,14,15,8,0,37,80
Himachal Pradesh,2010,Ideological Causes/Hero Worshipping,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2010,Illegitimate Pregnancy,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2010,Love Affairs,0,8,2,0,0,10,0,9,1,0,0,10,20
Himachal Pradesh,2010,"Physical Abuse (Rape,Incest Etc.)",0,1,0,0,0,1,0,0,1,0,0,1,2
Himachal Pradesh,2010,Poverty,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2010,Professional/Career Problem,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2010,Property Dispute,0,0,0,2,1,3,0,0,1,1,0,2,5
Himachal Pradesh,2010,Unemployment,0,2,0,0,0,2,0,0,0,0,0,0,2
Himachal Pradesh,2010,Causes Not known,2,18,12,9,2,43,2,14,7,8,2,33,76
Himachal Pradesh,2010,Other Causes (Please Specity),6,61,71,37,13,188,1,41,17,9,5,73,261
Himachal Pradesh,2010,Total,8,117,125,73,25,348,4,97,51,31,11,194,542
Himachal Pradesh,2010,Total Illness,0,8,14,14,8,44,0,8,6,5,4,23,67
Himachal Pradesh,2011,Bankruptcy or Sudden change in Economic,0,2,1,0,0,3,0,0,0,0,0,0,3
Himachal Pradesh,2011,Suspected/Illicit Relation,0,1,3,0,0,4,0,1,3,0,0,4,8
Himachal Pradesh,2011,Cancellation/Non-Settlement of Marriage,0,0,2,0,0,2,0,2,2,0,0,4,6
Himachal Pradesh,2011,Not having Children(Barrenness/Impotency,0,0,0,0,0,0,0,0,1,0,0,1,1
Himachal Pradesh,2011,Illness (Aids/STD),0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2011,Cancer,0,0,5,1,1,7,0,0,3,1,2,6,13
Himachal Pradesh,2011,Paralysis,0,0,0,0,2,2,0,0,0,0,0,0,2
Himachal Pradesh,2011,Insanity/Mental Illness,0,4,7,5,2,18,0,5,4,1,2,12,30
Himachal Pradesh,2011,Other Prolonged Illness,0,2,4,6,8,20,0,0,2,2,3,7,27
Himachal Pradesh,2011,Death of Dear Person,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2011,Dowry Dispute,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2011,Divorce,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2011,Drug Abuse/Addiction,0,1,2,2,0,5,0,0,0,0,0,0,5
Himachal Pradesh,2011,Failure in Examination,0,4,0,0,0,4,0,9,0,0,0,9,13
Himachal Pradesh,2011,Fall in Social Reputation,0,0,0,1,0,1,0,0,0,0,0,0,1
Himachal Pradesh,2011,Family Problems,0,15,13,9,2,39,0,9,19,10,2,40,79
Himachal Pradesh,2011,Ideological Causes/Hero Worshipping,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2011,Illegitimate Pregnancy,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2011,Love Affairs,0,7,2,0,0,9,0,8,1,0,0,9,18
Himachal Pradesh,2011,"Physical Abuse (Rape,Incest Etc.)",0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2011,Poverty,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2011,Professional/Career Problem,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2011,Property Dispute,0,0,0,2,2,4,0,0,1,1,0,2,6
Himachal Pradesh,2011,Unemployment,0,0,0,2,0,2,0,0,0,0,0,0,2
Himachal Pradesh,2011,Causes Not known,1,23,16,8,6,54,1,18,15,10,1,45,99
Himachal Pradesh,2011,Other Causes (Please Specity),4,39,33,10,9,95,4,14,11,5,1,35,130
Himachal Pradesh,2011,Total,5,98,88,46,32,269,5,66,62,30,11,174,443
Himachal Pradesh,2011,Total Illness,0,6,16,12,13,47,0,5,9,4,7,25,72
Himachal Pradesh,2012,Bankruptcy or Sudden change in Economic,0,0,1,0,0,1,0,0,0,0,0,0,1
Himachal Pradesh,2012,Suspected/Illicit Relation,0,3,3,2,0,8,0,3,3,1,0,7,15
Himachal Pradesh,2012,Cancellation/Non-Settlement of Marriage,0,2,2,1,0,5,0,3,2,2,0,7,12
Himachal Pradesh,2012,Not having Children(Barrenness/Impotency,0,0,0,0,0,0,0,1,1,0,0,2,2
Himachal Pradesh,2012,Illness (Aids/STD),0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2012,Cancer,0,0,4,1,2,7,0,0,3,1,2,6,13
Himachal Pradesh,2012,Paralysis,0,0,0,0,3,3,0,0,0,0,1,1,4
Himachal Pradesh,2012,Insanity/Mental Illness,0,7,3,7,5,22,0,2,2,1,3,8,30
Himachal Pradesh,2012,Other Prolonged Illness,0,2,4,5,7,18,0,1,3,1,3,8,26
Himachal Pradesh,2012,Death of Dear Person,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2012,Dowry Dispute,0,0,0,0,0,0,0,1,0,0,0,1,1
Himachal Pradesh,2012,Divorce,0,0,1,0,0,1,0,0,0,0,0,0,1
Himachal Pradesh,2012,Drug Abuse/Addiction,0,2,2,3,1,8,0,0,0,0,0,0,8
Himachal Pradesh,2012,Failure in Examination,1,5,0,0,0,6,0,9,0,0,0,9,15
Himachal Pradesh,2012,Fall in Social Reputation,0,0,0,0,0,0,0,1,0,0,0,1,1
Himachal Pradesh,2012,Family Problems,0,12,22,10,1,45,2,23,13,6,1,45,90
Himachal Pradesh,2012,Ideological Causes/Hero Worshipping,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2012,Illegitimate Pregnancy,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2012,Love Affairs,0,7,3,1,0,11,0,8,1,1,0,10,21
Himachal Pradesh,2012,"Physical Abuse (Rape,Incest Etc.)",0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2012,Poverty,0,0,0,1,0,1,0,0,1,0,0,1,2
Himachal Pradesh,2012,Professional/Career Problem,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2012,Property Dispute,0,0,2,3,2,7,0,0,1,2,0,3,10
Himachal Pradesh,2012,Unemployment,0,4,2,1,0,7,0,0,0,0,0,0,7
Himachal Pradesh,2012,Causes Not known,5,17,20,13,9,64,4,8,5,3,4,24,88
Himachal Pradesh,2012,Other Causes (Please Specity),4,51,50,24,11,140,0,15,17,8,1,41,181
Himachal Pradesh,2012,Total,10,112,119,72,41,354,6,75,52,26,15,174,528
Himachal Pradesh,2012,Total Illness,0,9,11,13,17,50,0,3,8,3,9,23,73
Jammu & Kashmir,2001,Bankruptcy or Sudden change in Economic,0,0,0,2,0,2,0,0,0,0,0,0,2
Jammu & Kashmir,2001,Suspected/Illicit Relation,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2001,Cancellation/Non-Settlement of Marriage,0,3,0,0,0,3,0,1,2,0,0,3,6
Jammu & Kashmir,2001,Not having Children(Barrenness/Impotency,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2001,Illness (Aids/STD),0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2001,Cancer,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2001,Paralysis,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2001,Insanity/Mental Illness,0,0,0,0,0,0,1,0,0,0,0,1,1
Jammu & Kashmir,2001,Other Prolonged Illness,0,0,0,3,0,3,0,0,0,0,2,2,5
Jammu & Kashmir,2001,Death of Dear Person,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2001,Dowry Dispute,0,0,0,0,0,0,0,5,4,0,0,9,9
Jammu & Kashmir,2001,Divorce,0,0,1,0,0,1,0,0,0,0,0,0,1
Jammu & Kashmir,2001,Drug Abuse/Addiction,0,1,0,0,0,1,0,0,0,0,0,0,1
Jammu & Kashmir,2001,Failure in Examination,0,3,0,0,0,3,0,0,0,0,0,0,3
Jammu & Kashmir,2001,Fall in Social Reputation,0,2,0,0,0,2,0,0,0,0,0,0,2
Jammu & Kashmir,2001,Family Problems,0,3,10,5,10,28,0,6,6,3,1,16,44
Jammu & Kashmir,2001,Ideological Causes/Hero Worshipping,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2001,Illegitimate Pregnancy,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2001,Love Affairs,0,1,1,0,0,2,0,2,0,0,0,2,4
Jammu & Kashmir,2001,"Physical Abuse (Rape,Incest Etc.)",0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2001,Poverty,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2001,Professional/Career Problem,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2001,Property Dispute,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2001,Unemployment,0,1,2,0,0,3,0,0,0,0,0,0,3
Jammu & Kashmir,2001,Causes Not known,2,15,15,7,1,40,1,13,8,1,0,23,63
Jammu & Kashmir,2001,Other Causes (Please Specity),0,0,2,1,0,3,0,4,1,1,0,6,9
Jammu & Kashmir,2001,Total,2,29,31,18,11,91,2,31,21,5,3,62,153
Jammu & Kashmir,2001,Total Illness,0,0,0,3,0,3,1,0,0,0,2,3,6
Jammu & Kashmir,2002,Bankruptcy or Sudden change in Economic Status,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2002,Suspected/Illicit Relation,0,0,1,0,0,1,0,2,0,0,0,2,3
Jammu & Kashmir,2002,Cancellation/Non-Settlement of Marriage,0,0,0,0,0,0,0,1,0,0,0,1,1
Jammu & Kashmir,2002,Not having Children (Barrenness/Impotency,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2002,Illness (Aids/STD),0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2002,Cancer,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2002,Paralysis,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2002,Insanity/Mental Illness,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2002,Other Prolonged Illness,0,0,0,1,0,1,0,0,0,0,0,0,1
Jammu & Kashmir,2002,Death of Dear Person,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2002,Dowry Dispute,0,0,0,0,0,0,0,9,7,0,0,16,16
Jammu & Kashmir,2002,Divorce,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2002,Drug Abuse/Addiction,0,0,4,0,0,4,0,8,0,0,0,8,12
Jammu & Kashmir,2002,Failure in Examination,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2002,Fall in Social Reputation,0,0,0,0,0,0,0,1,0,0,0,1,1
Jammu & Kashmir,2002,Family Problems,0,6,4,1,0,11,0,5,6,5,0,16,27
Jammu & Kashmir,2002,Ideological Causes/Hero Worshipping,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2002,Illegitimate Pregnancy,0,0,0,0,0,0,0,1,0,0,0,1,1
Jammu & Kashmir,2002,Love Affairs,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2002,"Physical Abuse (Rape,Incest Etc.)",0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2002,Poverty,0,4,0,0,0,4,0,2,0,0,0,2,6
Jammu & Kashmir,2002,Professional/Career Problem,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2002,Property Dispute,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2002,Unemployment,3,0,0,0,0,3,0,0,0,0,0,0,3
Jammu & Kashmir,2002,Causes Not known,1,25,18,12,2,58,0,21,2,0,0,23,81
Jammu & Kashmir,2002,Other Causes (Please Specity),0,3,9,0,2,14,0,11,6,1,0,18,32
Jammu & Kashmir,2002,Total,4,38,36,14,4,96,0,61,21,6,0,88,184
Jammu & Kashmir,2002,Total Illness,0,0,0,1,0,1,0,0,0,0,0,0,1
Jammu & Kashmir,2003,Bankruptcy or Sudden change in Economic,0,1,0,0,0,1,0,1,0,0,0,1,2
Jammu & Kashmir,2003,Suspected/Illicit Relation,0,1,1,0,0,2,1,0,0,0,0,1,3
Jammu & Kashmir,2003,Cancellation/Non-Settlement of Marriage,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2003,Not having Children(Barrenness/Impotency,0,1,2,1,0,4,0,0,0,1,0,1,5
Jammu & Kashmir,2003,Illness (Aids/STD),0,1,1,1,0,3,0,0,1,1,0,2,5
Jammu & Kashmir,2003,Cancer,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2003,Paralysis,1,1,3,1,1,7,2,0,1,1,2,6,13
Jammu & Kashmir,2003,Insanity/Mental Illness,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2003,Other Prolonged Illness,0,3,0,1,1,5,0,0,0,0,0,0,5
Jammu & Kashmir,2003,Death of Dear Person,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2003,Dowry Dispute,0,0,0,0,0,0,0,12,4,0,0,16,16
Jammu & Kashmir,2003,Divorce,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2003,Drug Abuse/Addiction,0,3,0,1,0,4,0,2,0,0,0,2,6
Jammu & Kashmir,2003,Failure in Examination,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2003,Fall in Social Reputation,0,0,0,0,0,0,0,0,1,0,0,1,1
Jammu & Kashmir,2003,Family Problems,0,7,3,1,1,12,0,8,1,0,0,9,21
Jammu & Kashmir,2003,Ideological Causes/Hero Worshipping,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2003,Illegitimate Pregnancy,0,0,2,0,1,3,0,0,0,0,0,0,3
Jammu & Kashmir,2003,Love Affairs,0,4,0,1,0,5,0,1,0,0,0,1,6
Jammu & Kashmir,2003,"Physical Abuse (Rape,Incest Etc.)",0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2003,Poverty,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2003,Professional/Career Problem,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2003,Property Dispute,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2003,Unemployment,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2003,Causes Not known,0,5,4,2,0,11,1,2,4,0,1,8,19
Jammu & Kashmir,2003,Other Causes (Please Specity),0,3,3,0,0,6,1,17,9,0,0,27,33
Jammu & Kashmir,2003,Total,1,30,19,9,4,63,5,43,21,3,3,75,138
Jammu & Kashmir,2003,Total Illness,1,5,4,3,2,15,2,0,2,2,2,8,23
Jammu & Kashmir,2004,Bankruptcy or Sudden change in Economic,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2004,Suspected/Illicit Relation,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2004,Cancellation/Non-Settlement of Marriage,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2004,Not having Children(Barrenness/Impotency,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2004,Illness (Aids/STD),0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2004,Cancer,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2004,Paralysis,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2004,Insanity/Mental Illness,0,0,0,1,0,1,0,0,0,0,0,0,1
Jammu & Kashmir,2004,Other Prolonged Illness,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2004,Death of Dear Person,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2004,Dowry Dispute,0,0,0,0,0,0,0,5,2,0,0,7,7
Jammu & Kashmir,2004,Divorce,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2004,Drug Abuse/Addiction,0,3,2,0,0,5,0,1,0,0,0,1,6
Jammu & Kashmir,2004,Failure in Examination,0,0,0,0,0,0,0,2,0,0,0,2,2
Jammu & Kashmir,2004,Fall in Social Reputation,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2004,Family Problems,0,3,1,0,0,4,0,6,4,0,0,10,14
Jammu & Kashmir,2004,Ideological Causes/Hero Worshipping,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2004,Illegitimate Pregnancy,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2004,Love Affairs,0,0,0,0,0,0,0,0,2,0,0,2,2
Jammu & Kashmir,2004,"Physical Abuse (Rape,Incest Etc.)",0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2004,Poverty,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2004,Professional/Career Problem,0,1,0,0,0,1,0,0,1,0,0,1,2
Jammu & Kashmir,2004,Property Dispute,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2004,Unemployment,0,1,0,0,0,1,0,0,0,0,0,0,1
Jammu & Kashmir,2004,Causes Not known,0,4,1,1,0,6,0,3,9,1,0,13,19
Jammu & Kashmir,2004,Other Causes (Please Specity),0,15,12,6,0,33,0,12,11,2,0,25,58
Jammu & Kashmir,2004,Total,0,27,16,8,0,51,0,29,29,3,0,61,112
Jammu & Kashmir,2004,Total Illness,0,0,0,1,0,1,0,0,0,0,0,0,1
Jammu & Kashmir,2005,Bankruptcy or Sudden change in Economic,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2005,Suspected/Illicit Relation,0,7,1,0,0,8,0,2,0,0,0,2,10
Jammu & Kashmir,2005,Cancellation/Non-Settlement of Marriage,0,6,1,0,0,7,0,6,0,0,0,6,13
Jammu & Kashmir,2005,Not having Children(Barrenness/Impotency,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2005,Illness (Aids/STD),0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2005,Cancer,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2005,Paralysis,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2005,Insanity/Mental Illness,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2005,Other Prolonged Illness,0,6,1,0,0,7,0,2,0,0,0,2,9
Jammu & Kashmir,2005,Death of Dear Person,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2005,Dowry Dispute,0,0,0,0,0,0,0,4,2,0,0,6,6
Jammu & Kashmir,2005,Divorce,0,0,0,0,0,0,0,3,0,0,0,3,3
Jammu & Kashmir,2005,Drug Abuse/Addiction,1,3,5,0,0,9,1,2,2,1,0,6,15
Jammu & Kashmir,2005,Failure in Examination,0,12,0,0,0,12,0,3,0,0,0,3,15
Jammu & Kashmir,2005,Fall in Social Reputation,0,2,3,0,0,5,0,2,10,0,0,12,17
Jammu & Kashmir,2005,Family Problems,0,3,4,2,0,9,0,6,3,0,0,9,18
Jammu & Kashmir,2005,Ideological Causes/Hero Worshipping,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2005,Illegitimate Pregnancy,0,0,0,0,0,0,0,2,0,0,0,2,2
Jammu & Kashmir,2005,Love Affairs,0,15,0,0,0,15,0,0,0,0,0,0,15
Jammu & Kashmir,2005,"Physical Abuse (Rape,Incest Etc.)",0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2005,Poverty,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2005,Professional/Career Problem,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2005,Property Dispute,0,2,2,1,0,5,0,0,0,0,0,0,5
Jammu & Kashmir,2005,Unemployment,0,0,1,0,0,1,0,2,0,0,0,2,3
Jammu & Kashmir,2005,Causes Not known,0,32,14,3,0,49,0,2,3,0,0,5,54
Jammu & Kashmir,2005,Other Causes (Please Specity),2,25,27,11,4,69,3,18,16,0,3,40,109
Jammu & Kashmir,2005,Total,3,113,59,17,4,196,4,54,36,1,3,98,294
Jammu & Kashmir,2005,Total Illness,0,6,1,0,0,7,0,2,0,0,0,2,9
Jammu & Kashmir,2006,Bankruptcy or Sudden change in Economic,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2006,Suspected/Illicit Relation,0,5,2,0,0,7,0,2,1,0,0,3,10
Jammu & Kashmir,2006,Cancellation/Non-Settlement of Marriage,0,3,1,0,0,4,0,2,0,0,0,2,6
Jammu & Kashmir,2006,Not having Children(Barrenness/Impotency,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2006,Illness (Aids/STD),0,0,1,1,0,2,0,0,0,0,0,0,2
Jammu & Kashmir,2006,Cancer,0,1,2,2,0,5,0,0,1,0,0,1,6
Jammu & Kashmir,2006,Paralysis,0,1,1,0,0,2,0,0,0,0,0,0,2
Jammu & Kashmir,2006,Insanity/Mental Illness,0,1,1,0,0,2,0,0,0,0,0,0,2
Jammu & Kashmir,2006,Other Prolonged Illness,0,4,4,3,1,12,0,4,2,1,0,7,19
Jammu & Kashmir,2006,Death of Dear Person,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2006,Dowry Dispute,0,1,1,0,0,2,0,6,1,0,0,7,9
Jammu & Kashmir,2006,Divorce,0,1,0,0,0,1,0,0,1,0,0,1,2
Jammu & Kashmir,2006,Drug Abuse/Addiction,0,3,1,1,0,5,0,0,0,0,0,0,5
Jammu & Kashmir,2006,Failure in Examination,0,1,0,0,0,1,0,5,0,0,0,5,6
Jammu & Kashmir,2006,Fall in Social Reputation,0,0,1,0,0,1,0,0,0,0,0,0,1
Jammu & Kashmir,2006,Family Problems,0,6,9,3,1,19,0,7,9,0,0,16,35
Jammu & Kashmir,2006,Ideological Causes/Hero Worshipping,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2006,Illegitimate Pregnancy,0,0,0,0,0,0,0,1,0,0,0,1,1
Jammu & Kashmir,2006,Love Affairs,0,3,0,0,0,3,0,3,0,0,0,3,6
Jammu & Kashmir,2006,"Physical Abuse (Rape,Incest Etc.)",0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2006,Poverty,0,0,0,0,0,0,0,0,0,1,0,1,1
Jammu & Kashmir,2006,Professional/Career Problem,0,1,0,0,0,1,0,0,0,0,0,0,1
Jammu & Kashmir,2006,Property Dispute,0,1,1,1,0,3,0,0,1,1,0,2,5
Jammu & Kashmir,2006,Unemployment,0,2,0,0,0,2,0,1,1,0,0,2,4
Jammu & Kashmir,2006,Causes Not known,1,8,13,8,1,31,0,11,7,4,0,22,53
Jammu & Kashmir,2006,Other Causes (Please Specity),0,22,18,6,3,49,0,26,9,2,0,37,86
Jammu & Kashmir,2006,Total,1,64,56,25,6,152,0,68,33,9,0,110,262
Jammu & Kashmir,2006,Total Illness,0,7,9,6,1,23,0,4,3,1,0,8,31
Jammu & Kashmir,2007,Bankruptcy or Sudden change in Economic,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2007,Suspected/Illicit Relation,0,0,1,0,0,1,0,0,0,0,0,0,1
Jammu & Kashmir,2007,Cancellation/Non-Settlement of Marriage,0,2,0,0,0,2,0,2,0,0,0,2,4
Jammu & Kashmir,2007,Not having Children(Barrenness/Impotency,0,1,0,2,0,3,0,0,2,0,0,2,5
Jammu & Kashmir,2007,Illness (Aids/STD),0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2007,Cancer,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2007,Paralysis,0,0,0,0,0,0,0,0,1,0,0,1,1
Jammu & Kashmir,2007,Insanity/Mental Illness,0,0,0,0,1,1,0,1,1,0,0,2,3
Jammu & Kashmir,2007,Other Prolonged Illness,0,2,1,0,0,3,0,2,1,0,0,3,6
Jammu & Kashmir,2007,Death of Dear Person,0,0,0,1,0,1,0,0,0,0,0,0,1
Jammu & Kashmir,2007,Dowry Dispute,0,0,2,0,0,2,0,3,3,0,0,6,8
Jammu & Kashmir,2007,Divorce,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2007,Drug Abuse/Addiction,0,4,3,0,0,7,0,0,0,0,0,0,7
Jammu & Kashmir,2007,Failure in Examination,0,0,0,0,0,0,0,2,0,0,0,2,2
Jammu & Kashmir,2007,Fall in Social Reputation,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2007,Family Problems,0,8,5,3,0,16,0,10,4,1,0,15,31
Jammu & Kashmir,2007,Ideological Causes/Hero Worshipping,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2007,Illegitimate Pregnancy,0,0,0,0,0,0,0,0,0,0,0,0,0
